Data da Coleta,Produto,Valor_de_Venda
2022-07-03,GASOLINA,7.257560975609756
2022-07-10,GASOLINA,6.888048780487805
2022-07-17,GASOLINA,6.1806829268292685
2022-07-24,GASOLINA,5.921146341463414
2022-07-31,GASOLINA,5.725121951219513
2022-08-07,GASOLINA,5.6345
2022-08-14,GASOLINA,5.524390243902439
2022-08-21,GASOLINA,5.398048780487804
2022-08-28,GASOLINA,5.28170731707317
2022-09-04,GASOLINA,5.1695
2022-09-11,GASOLINA,5.053658536585366
2022-09-18,,4.984662601626017
2022-09-25,GASOLINA,4.915666666666667
2022-10-02,GASOLINA,4.839354838709678
2022-10-09,GASOLINA,4.908
2022-10-16,GASOLINA,5.089642857142857
2022-10-23,GASOLINA,5.104642857142857
2022-10-30,GASOLINA,5.001724137931035
2022-11-06,GASOLINA,5.224285714285714
2022-11-13,GASOLINA,5.208275862068965
2022-11-20,GASOLINA,5.153448275862069
2022-11-27,GASOLINA,5.265172413793104
2022-12-04,GASOLINA,5.375172413793103
2022-12-11,GASOLINA,5.297586206896551
2022-12-18,GASOLINA,5.10448275862069
2022-12-25,GASOLINA,5.10448275862069
2023-01-01,GASOLINA,5.427692307692308
2023-01-08,GASOLINA,5.212692307692308
2023-01-15,GASOLINA,5.04
2023-01-22,GASOLINA,4.963125
2023-01-29,GASOLINA,5.182941176470588
2023-02-05,GASOLINA,5.0275
2023-02-12,GASOLINA,4.970714285714286
2023-02-19,GASOLINA,4.995384615384615
2023-02-26,GASOLINA,5.210357142857143
2023-03-05,GASOLINA,5.8714814814814815
2023-03-12,GASOLINA,5.85551724137931
2023-03-19,GASOLINA,5.793703703703704
2023-03-26,GASOLINA,5.565555555555556
2023-04-02,GASOLINA,5.61
2023-04-09,GASOLINA,5.742307692307692
2023-04-16,GASOLINA,5.6325925925925935
2023-04-23,GASOLINA,5.552962962962964
2023-04-30,GASOLINA,5.545416666666667
2023-05-07,GASOLINA,5.7692
2023-05-14,GASOLINA,5.782857142857142
2023-05-21,GASOLINA,5.45037037037037
2023-05-28,GASOLINA,5.311481481481481
2023-06-04,GASOLINA,5.282692307692307
2023-06-11,GASOLINA,5.270714285714286
2023-06-18,GASOLINA,5.243076923076923
2023-06-25,GASOLINA,5.271538461538461
2023-07-02,GASOLINA,5.581363636363637
2023-07-09,GASOLINA,5.53125
2023-07-16,GASOLINA,5.461153846153847
2023-07-23,GASOLINA,5.442727272727272
2023-07-30,GASOLINA,5.489090909090909
2023-08-06,GASOLINA,5.495454545454546
2023-08-13,GASOLINA,5.542857142857143
2023-08-20,GASOLINA,5.8935
2023-08-27,GASOLINA,5.886666666666667
2023-09-03,GASOLINA,5.782272727272727
2023-09-10,GASOLINA,5.695416666666667
2023-09-17,GASOLINA,5.645714285714286
2023-09-24,GASOLINA,5.588636363636364
2023-10-01,GASOLINA,5.517826086956521
2023-10-08,GASOLINA,5.508333333333334
2023-10-15,GASOLINA,5.5212
2023-10-22,GASOLINA,5.47125
2023-10-29,GASOLINA,5.410769230769231
2023-11-05,GASOLINA,5.386666666666667
2023-11-12,GASOLINA,5.361785714285714
2023-11-19,GASOLINA,5.328461538461538
2023-11-26,GASOLINA,5.29
2023-12-03,GASOLINA,5.264615384615384
2023-12-10,GASOLINA,5.259600000000001
2023-12-17,GASOLINA,5.216153846153846
2023-12-24,GASOLINA,5.190384615384615
2023-12-31,GASOLINA,5.1970370370370365
2024-01-07,GASOLINA,5.198518518518519
2024-01-14,GASOLINA,5.1675
2024-01-21,GASOLINA,5.1812000000000005
2024-01-28,GASOLINA,5.179565217391304
2024-02-04,GASOLINA,5.3136
2024-02-11,GASOLINA,5.457037037037037
2024-02-18,GASOLINA,5.505172413793104
2024-02-25,GASOLINA,5.541111111111111
2024-03-03,GASOLINA,5.543928571428571
2024-03-10,GASOLINA,5.5076923076923086
2024-03-17,GASOLINA,5.512857142857143
2024-03-24,GASOLINA,5.519615384615384
2024-03-31,GASOLINA,5.539642857142858
2024-04-07,GASOLINA,5.656428571428571
2024-04-14,GASOLINA,5.668214285714286
2024-04-21,GASOLINA,5.721481481481482
2024-04-28,GASOLINA,5.741724137931034
2024-05-05,GASOLINA,5.751724137931035
2024-05-12,GASOLINA,5.732142857142857
2024-05-19,GASOLINA,5.724482758620689
2024-05-26,GASOLINA,5.7075000000000005
2024-06-02,GASOLINA,5.713793103448276
2024-06-09,GASOLINA,5.697857142857143
2024-06-16,GASOLINA,5.675517241379311
2024-06-23,GASOLINA,5.659285714285715
2024-06-30,GASOLINA,5.790344827586207
2024-07-07,GASOLINA,5.817931034482759
2024-07-14,GASOLINA,5.962068965517242
2024-07-21,GASOLINA,5.968620689655173
2024-07-28,GASOLINA,5.970689655172414
2024-08-04,GASOLINA,5.967241379310345
2024-08-11,GASOLINA,5.979655172413793
2024-08-18,GASOLINA,5.968965517241379
2024-08-25,GASOLINA,5.964137931034483
2024-09-01,GASOLINA,5.956206896551723
2024-09-08,GASOLINA,5.942068965517241
2024-09-15,GASOLINA,5.93448275862069
2024-09-22,GASOLINA,5.918620689655173
2024-09-29,GASOLINA,5.931379310344827
2024-10-06,GASOLINA,5.927586206896552
2024-10-13,GASOLINA,5.9
2024-10-20,GASOLINA,5.889655172413794
2024-10-27,GASOLINA,5.853448275862069
2024-11-03,GASOLINA,5.79551724137931
2024-11-10,GASOLINA,5.852413793103448
2024-11-17,GASOLINA,5.887241379310344
2024-11-24,GASOLINA,5.832758620689655
2024-12-01,GASOLINA,5.86
2024-12-08,GASOLINA,5.886206896551724
2024-12-15,GASOLINA,5.869655172413793
2024-12-22,GASOLINA,5.889310344827586
2024-12-29,GASOLINA,5.90896551724138
