Data da Coleta,Produto,Valor_de_Venda
2021-06-20,GASOLINA,5.872860465116279
2021-06-27,GASOLINA,5.887447058823529
2021-07-04,GASOLINA,5.8695057471264365
2021-07-11,GASOLINA,5.977569767441861
2021-07-18,GASOLINA,5.96896511627907
2021-07-25,GASOLINA,5.953265060240963
2021-08-01,GASOLINA,5.8926
2021-08-08,GASOLINA,5.951076923076924
2021-08-15,GASOLINA,5.9651489361702135
2021-08-22,GASOLINA,5.971790697674419
2021-08-29,GASOLINA,5.961777777777777
2021-09-05,GASOLINA,5.958368421052632
2021-09-12,GASOLINA,5.959521739130435
2021-09-19,GASOLINA,5.978476190476191
2021-09-26,GASOLINA,5.925095238095238
2021-10-03,GASOLINA,5.919257575757576
2021-10-10,GASOLINA,6.072532467532468
2021-10-17,GASOLINA,6.120042857142858
2021-10-24,GASOLINA,6.310051724137932
2021-10-31,GASOLINA,6.7276891891891895
2021-11-07,GASOLINA,6.668381578947368
2021-11-14,GASOLINA,6.707296296296297
2021-11-21,GASOLINA,6.679485714285715
2021-11-28,GASOLINA,6.956092105263158
2021-12-05,GASOLINA,6.955
2021-12-12,GASOLINA,6.718421052631579
2021-12-19,GASOLINA,6.605183908045976
2021-12-26,GASOLINA,6.618011764705882
2022-01-02,GASOLINA,6.79264367816092
2022-01-09,GASOLINA,6.680352941176471
2022-01-16,GASOLINA,6.755402298850575
2022-01-23,GASOLINA,6.965882352941176
2022-01-30,GASOLINA,6.903333333333333
2022-02-06,GASOLINA,6.883058823529413
2022-02-13,GASOLINA,6.722558139534884
2022-02-20,GASOLINA,6.647647058823529
2022-02-27,GASOLINA,6.956896551724138
2022-03-06,GASOLINA,7.557926829268292
2022-03-13,GASOLINA,7.422906976744186
2022-03-20,GASOLINA,7.18835294117647
2022-03-27,GASOLINA,7.095747126436782
2022-04-03,GASOLINA,7.02759493670886
2022-04-10,GASOLINA,6.845057471264368
2022-04-17,GASOLINA,7.028433734939759
2022-04-24,GASOLINA,6.9832183908045975
2022-05-01,GASOLINA,7.318941176470588
2022-05-08,GASOLINA,7.666976744186047
2022-05-15,GASOLINA,7.574117647058823
2022-05-22,GASOLINA,7.359080459770115
2022-05-29,GASOLINA,7.258588235294118
2022-06-05,GASOLINA,7.94816091954023
2022-06-12,GASOLINA,7.959638554216867
2022-06-19,GASOLINA,7.947816091954023
2022-06-26,GASOLINA,7.919882352941177
2022-07-03,GASOLINA,7.150344827586207
2022-07-10,GASOLINA,6.30564705882353
2022-07-17,GASOLINA,6.097471264367816
2022-07-24,GASOLINA,5.96929411764706
2022-07-31,GASOLINA,5.867471264367816
2022-08-07,GASOLINA,5.740588235294117
2022-08-14,GASOLINA,5.579540229885057
2022-08-21,GASOLINA,5.4325882352941175
2022-08-28,GASOLINA,5.3617647058823525
2022-09-04,GASOLINA,5.376976744186046
2022-09-11,GASOLINA,5.309166666666666
2022-09-18,,5.226642156862745
2022-09-25,GASOLINA,5.144117647058824
2022-10-02,GASOLINA,5.0475
2022-10-09,GASOLINA,5.562631578947368
2022-10-16,GASOLINA,5.5465
2022-10-23,GASOLINA,5.405666666666666
2022-10-30,GASOLINA,5.578
2022-11-06,GASOLINA,5.581
2022-11-13,GASOLINA,5.551
2022-11-20,GASOLINA,5.446363636363636
2022-11-27,GASOLINA,5.355
2022-12-04,GASOLINA,5.171428571428572
2022-12-11,GASOLINA,4.992941176470588
2022-12-18,GASOLINA,5.000666666666667
2022-12-25,GASOLINA,4.980416666666667
2023-01-01,GASOLINA,5.472666666666667
2023-01-08,GASOLINA,5.471333333333334
2023-01-15,GASOLINA,5.451
2023-01-22,GASOLINA,5.388965517241379
2023-01-29,GASOLINA,5.58125
2023-02-05,GASOLINA,5.4205
2023-02-12,GASOLINA,5.23448275862069
2023-02-19,GASOLINA,5.358965517241379
2023-02-26,GASOLINA,5.759333333333333
2023-03-05,GASOLINA,5.845000000000001
2023-03-12,GASOLINA,5.9848275862068965
2023-03-19,GASOLINA,5.738888888888888
2023-03-26,GASOLINA,5.634
2023-04-02,GASOLINA,5.61551724137931
2023-04-09,GASOLINA,5.881724137931034
2023-04-16,GASOLINA,5.8020689655172415
2023-04-23,GASOLINA,5.711785714285715
2023-04-30,GASOLINA,5.642758620689656
2023-05-07,GASOLINA,5.416551724137931
2023-05-14,GASOLINA,5.237142857142857
2023-05-21,GASOLINA,5.060689655172413
2023-05-28,GASOLINA,5.144827586206896
2023-06-04,GASOLINA,5.2972413793103446
2023-06-11,GASOLINA,5.14
2023-06-18,GASOLINA,5.142142857142857
2023-06-25,GASOLINA,5.303793103448276
2023-07-02,GASOLINA,5.683103448275862
2023-07-09,GASOLINA,5.691000000000001
2023-07-16,GASOLINA,5.955714285714286
2023-07-23,GASOLINA,5.825862068965517
2023-07-30,GASOLINA,5.816551724137931
2023-08-06,GASOLINA,5.977586206896552
2023-08-13,GASOLINA,5.9746428571428565
2023-08-20,GASOLINA,5.84625
2023-08-27,GASOLINA,5.975172413793104
2023-09-03,GASOLINA,5.973793103448276
2023-09-10,GASOLINA,5.976551724137931
2023-09-17,GASOLINA,5.975517241379311
2023-09-24,GASOLINA,6.061428571428571
2023-10-01,GASOLINA,6.045
2023-10-08,GASOLINA,5.920344827586207
2023-10-15,GASOLINA,5.887931034482759
2023-10-22,GASOLINA,5.781724137931034
2023-10-29,GASOLINA,5.756206896551724
2023-11-05,GASOLINA,5.477777777777778
2023-11-12,GASOLINA,5.796206896551724
2023-11-19,GASOLINA,5.788214285714285
2023-11-26,GASOLINA,5.6988
2023-12-03,GASOLINA,5.650714285714286
2023-12-10,GASOLINA,5.787586206896552
2023-12-17,GASOLINA,5.698333333333334
2023-12-24,GASOLINA,5.655714285714286
2023-12-31,GASOLINA,5.701724137931034
2024-01-07,GASOLINA,5.7036
2024-01-14,GASOLINA,5.6276
2024-01-21,GASOLINA,5.660714285714286
2024-01-28,GASOLINA,5.366
2024-02-04,GASOLINA,5.944285714285714
2024-02-11,GASOLINA,5.89
2024-02-18,GASOLINA,5.89
2024-02-25,GASOLINA,5.64551724137931
2024-03-03,GASOLINA,5.79
2024-03-10,GASOLINA,5.642068965517241
2024-03-17,GASOLINA,5.962413793103448
2024-03-24,GASOLINA,5.905172413793103
2024-03-31,GASOLINA,5.780689655172413
2024-04-07,GASOLINA,5.758965517241379
2024-04-14,GASOLINA,6.082142857142857
2024-04-21,GASOLINA,6.374482758620689
2024-04-28,GASOLINA,6.293103448275862
2024-05-05,GASOLINA,6.219310344827585
2024-05-12,GASOLINA,6.194347826086957
2024-05-19,GASOLINA,6.068275862068966
2024-05-26,GASOLINA,6.028214285714285
