Municipio,Produto,Data da Coleta,Valor de Venda,Valor de Compra
TERESINA,GASOLINA,22/01/2019,"4,359",
TERESINA,ETANOL,22/01/2019,"3,399",
TERESINA,DIESEL,22/01/2019,"3,459",
TERESINA,DIESEL S10,22/01/2019,"3,559",
TERESINA,GASOLINA,21/01/2019,"4,359",
TERESINA,ETANOL,21/01/2019,"3,289",
TERESINA,DIESEL,21/01/2019,"3,459",
TERESINA,DIESEL S10,21/01/2019,"3,499",
TERESINA,GASOLINA,22/01/2019,"4,349",
TERESINA,ETANOL,22/01/2019,"3,299",
TERESINA,DIESEL,22/01/2019,"3,449",
TERESINA,DIESEL S10,22/01/2019,"3,499",
TERESINA,GASOLINA,21/01/2019,"4,349",
TERESINA,ETANOL,21/01/2019,"3,299",
TERESINA,DIESEL,21/01/2019,"3,439",
TERESINA,DIESEL S10,21/01/2019,"3,499",
TERESINA,GASOLINA,22/01/2019,"4,359",
TERESINA,ETANOL,22/01/2019,"3,299",
TERESINA,DIESEL,22/01/2019,"3,439",
TERESINA,DIESEL S10,22/01/2019,"3,499",
TERESINA,GASOLINA,21/01/2019,"4,379",
TERESINA,ETANOL,21/01/2019,"3,299",
TERESINA,DIESEL,21/01/2019,"3,449",
TERESINA,DIESEL S10,21/01/2019,"3,499",
TERESINA,GASOLINA,21/01/2019,"4,359",
TERESINA,ETANOL,21/01/2019,"3,399",
TERESINA,DIESEL S10,21/01/2019,"3,599",
TERESINA,GASOLINA,22/01/2019,"4,439",
TERESINA,ETANOL,22/01/2019,"3,399",
TERESINA,DIESEL S10,22/01/2019,"3,699",
TERESINA,GASOLINA,21/01/2019,"4,359",
TERESINA,ETANOL,21/01/2019,"3,299",
TERESINA,DIESEL,21/01/2019,"3,459",
TERESINA,DIESEL S10,21/01/2019,"3,499",
TERESINA,GASOLINA,21/01/2019,"4,439",
TERESINA,DIESEL S10,21/01/2019,"3,699",
TERESINA,GASOLINA,21/01/2019,"4,439",
TERESINA,ETANOL,21/01/2019,"3,359",
TERESINA,GASOLINA,21/01/2019,"4,49",
TERESINA,ETANOL,21/01/2019,"3,39",
TERESINA,DIESEL S10,21/01/2019,"3,59",
TERESINA,GASOLINA,21/01/2019,"4,49",
TERESINA,ETANOL,21/01/2019,"3,39",
TERESINA,DIESEL S10,21/01/2019,"3,59",
TERESINA,GASOLINA,21/01/2019,"4,359",
TERESINA,ETANOL,21/01/2019,"3,299",
TERESINA,DIESEL S10,21/01/2019,"3,599",
TERESINA,GASOLINA,23/01/2019,"4,359",
TERESINA,ETANOL,23/01/2019,"3,399",
TERESINA,DIESEL S10,23/01/2019,"3,599",
TERESINA,GASOLINA,22/01/2019,"4,349","3,8127"
TERESINA,ETANOL,22/01/2019,"3,349","2,9655"
TERESINA,DIESEL S10,22/01/2019,"3,849","3,1715"
TERESINA,GASOLINA,23/01/2019,"4,349","3,8127"
TERESINA,ETANOL,23/01/2019,"3,349","2,9655"
TERESINA,DIESEL S10,23/01/2019,"3,749","3,3252"
TERESINA,GASOLINA,22/01/2019,"4,299","3,78"
TERESINA,DIESEL,22/01/2019,"3,599","3,2794"
TERESINA,DIESEL S10,22/01/2019,"3,699","3,1987"
TERESINA,GASOLINA,22/01/2019,"4,449","3,8097"
TERESINA,ETANOL,22/01/2019,"3,349","2,9655"
TERESINA,DIESEL,22/01/2019,"3,799","3,1256"
TERESINA,DIESEL S10,22/01/2019,"3,849","3,1987"
TERESINA,GASOLINA,22/01/2019,"4,339","3,8127"
TERESINA,ETANOL,22/01/2019,"3,349","2,9655"
TERESINA,DIESEL,22/01/2019,"3,849","3,1256"
TERESINA,DIESEL S10,22/01/2019,"3,949","3,1987"
TERESINA,GASOLINA,23/01/2019,"4,499","3,8127"
TERESINA,ETANOL,23/01/2019,"3,349","2,9655"
TERESINA,DIESEL S10,23/01/2019,"3,839","3,1715"
TERESINA,GASOLINA,23/01/2019,"4,449","3,8097"
TERESINA,ETANOL,23/01/2019,"3,449","2,9655"
TERESINA,DIESEL S10,23/01/2019,"3,649","3,1715"
TERESINA,GASOLINA,21/01/2019,"4,359",
TERESINA,ETANOL,21/01/2019,"3,299",
TERESINA,DIESEL,21/01/2019,"3,439",
TERESINA,DIESEL S10,21/01/2019,"3,499",
TERESINA,GASOLINA,21/01/2019,"4,359",
TERESINA,DIESEL S10,21/01/2019,"3,499",
TERESINA,GASOLINA,23/01/2019,"4,499",
TERESINA,ETANOL,23/01/2019,"3,399",
TERESINA,DIESEL,23/01/2019,"3,459",
TERESINA,DIESEL S10,23/01/2019,"3,499",
TERESINA,GASOLINA,21/01/2019,"4,359",
TERESINA,ETANOL,21/01/2019,"3,299",
TERESINA,DIESEL S10,21/01/2019,"3,599",
TERESINA,GASOLINA,22/01/2019,"4,199",
TERESINA,ETANOL,22/01/2019,"3,189",
TERESINA,DIESEL,22/01/2019,"3,439",
TERESINA,DIESEL S10,22/01/2019,"3,499",
TERESINA,GASOLINA,22/01/2019,"4,339","3,8127"
TERESINA,ETANOL,22/01/2019,"3,449","2,9655"
TERESINA,DIESEL S10,22/01/2019,"3,739","3,1715"
TERESINA,GASOLINA,21/01/2019,"4,359",
TERESINA,ETANOL,21/01/2019,"3,299",
TERESINA,DIESEL S10,21/01/2019,"3,549",
TERESINA,GASOLINA,23/01/2019,"4,329","3,8127"
TERESINA,ETANOL,23/01/2019,"3,349","2,8701"
TERESINA,GASOLINA,21/01/2019,"4,359",
TERESINA,ETANOL,21/01/2019,"3,199",
TERESINA,DIESEL,21/01/2019,"3,499",
TERESINA,DIESEL S10,21/01/2019,"3,599",
TERESINA,GASOLINA,23/01/2019,"4,549","4,0066"
TERESINA,ETANOL,23/01/2019,"3,449","3,0592"
TERESINA,DIESEL,23/01/2019,"3,849","3,2258"
TERESINA,DIESEL S10,23/01/2019,"3,949","3,29"
TERESINA,GASOLINA,23/01/2019,"4,359",
TERESINA,ETANOL,23/01/2019,"3,399",
TERESINA,DIESEL,23/01/2019,"3,499",
TERESINA,DIESEL S10,23/01/2019,"3,599",
